SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,NEAREST_STN,NEAREST_SCH,NEAREST_SCH_DIST,MONTH_SOLD,YEAR_SOLD
Myaree,640000,4,2,2,414,165,2008,Bull Creek Station,MELVILLE SENIOR HIGH SCHOOL,0.8090757946582982,12,2019
Balcatta,430000,3,2,2,245,130,2007,Stirling Station,SERVITE COLLEGE,2.1414427935993974,12,2020
South Guildford,450000,3,2,2,480,156,2005,Guildford Station,GUILDFORD GRAMMAR SCHOOL,2.1383178857363627,4,2017
Bateman,615000,3,2,2,276,206,2008,Bull Creek Station,CORPUS CHRISTI COLLEGE,1.2060606962049067,4,2018
Greenwood,650000,5,3,4,700,241,1980,Greenwood Station,THE MONTESSORI SCHOOL,1.0735490715571026,1,2018
Menora,849000,3,1,2,874,210,1945,Mount Lawley Station,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.4872935298774729,8,2020
Helena Valley,612000,4,3,3,505,198,2014,Midland Station,YOUTH FUTURES COMMUNITY SCHOOL,2.84919823241204,9,2015
Darlington,675000,4,2,2,3257,196,1975,Midland Station,TREETOPS MONTESSORI SCHOOL,1.1221212878605027,7,2015
Churchlands,1620000,4,3,2,322,276,2013,Glendalough Station,NEWMAN COLLEGE,0.5244210278134784,3,2018
Camillo,355000,4,2,2,865,161,1970,Kelmscott Station,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,0.9407187846655056,7,2015
Herne Hill,330000,3,1,5,748,160,1972,Midland Station,SWAN CHRISTIAN COLLEGE,3.726455103709463,5,2016
Iluka,1250000,4,3,3,753,426,2008,Currambine Station,PRENDIVILLE CATHOLIC COLLEGE,2.268705905508103,2,2020
North Coogee,2054000,5,4,3,741,556,2013,Fremantle Station,PORT SCHOOL,2.590933229476955,7,2019
Secret Harbour,430000,4,2,2,589,207,2011,Warnbro Station,COMET BAY COLLEGE,1.4618930904091583,2,2020
Henley Brook,862500,4,2,6,1650,281,2006,East Guildford Station,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.1265139646383842,1,2014
Medina,287000,3,1,2,728,89,1954,Kwinana Station,GILMORE COLLEGE,1.3367665701259628,8,2014
High Wycombe,477500,4,2,2,581,143,2008,Woodbridge Station,DARLING RANGE SPORTS COLLEGE,4.67548648119525,4,2020
Stirling,905000,4,2,2,713,202,1995,Stirling Station,BALCATTA SENIOR HIGH SCHOOL,0.6399139135794994,2,2019
Viveash,600000,4,2,2,712,253,1994,Midland Station,LA SALLE COLLEGE,0.4844290319121769,5,2016
Queens Park,625000,5,1,0,471,233,1995,Canning,ST NORBERT COLLEGE,1.1173826913715033,5,2020
The Vines,730000,4,2,3,4006,299,2002,Woodbridge Station,HOLY CROSS COLLEGE,2.895508424166935,6,2018
Champion Lakes,445000,3,2,2,285,129,2012,Kelmscott Station,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,2.0551281761109013,10,2014
Karrinyup,701000,3,1,0,729,142,1965,Stirling Station,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.7920806602038608,11,2020
Darch,567000,4,2,2,440,208,2014,Greenwood Station,ASHDALE SECONDARY COLLEGE,1.25866397909606,2,2018
Marmion,680000,3,1,1,3035,265,1995,Warwick Station,CARINE SENIOR HIGH SCHOOL,2.0773536431851247,12,2013
Hamersley,475000,4,2,3,728,175,1975,Warwick Station,WARWICK SENIOR HIGH SCHOOL,1.9450803865153807,8,2019
Hamersley,735000,4,2,1,692,160,1975,Warwick Station,WARWICK SENIOR HIGH SCHOOL,1.967529521706692,8,2019
Viveash,865000,3,2,1,1012,175,1988,Woodbridge Station,LA SALLE COLLEGE,0.97735785863225,8,2009
Joondalup,669000,4,2,3,482,210,1998,Joondalup Station,LAKE JOONDALUP BAPTIST COLLEGE,1.062344893358944,11,2020
Two Rocks,285000,4,1,1,919,90,1973,Butler Station,YANCHEP SECONDARY COLLEGE,6.858650255298951,4,2017
Padbury,395000,3,1,0,704,90,1978,Whitfords Station,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.9907290068226493,10,2018
Port Kennedy,305000,4,2,2,448,131,2003,Warnbro Station,WARNBRO COMMUNITY HIGH SCHOOL,0.871319825634028,11,2020
Mount Pleasant,1820000,5,2,2,1065,230,1950,Bull Creek Station,AQUINAS COLLEGE,1.7426836438022826,12,2017
Ellenbrook,385000,4,2,2,719,202,1996,Guildford Station,ELLENBROOK SECONDARY COLLEGE,0.9216535833322752,11,2019
Langford,360000,4,1,4,726,145,1970,Thornlie Station,LANGFORD ISLAMIC COLLEGE,0.7860165032665783,2,2019
Henley Brook,505000,4,2,6,758,170,2003,East Guildford Station,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.7642135798717128,2,2016
Dianella,660000,4,3,4,708,269,1973,Mount Lawley Station,MORLEY SENIOR HIGH SCHOOL,0.4756058468059242,11,2019
Pearsall,600000,4,2,2,803,245,1995,Edgewater Station,ALTA-1,1.162142687850153,3,2019
Wembley Downs,1250000,5,2,2,1128,280,1966,Stirling Station,HALE SCHOOL,1.3317536996267747,11,2018
Midland,475000,3,2,0,494,124,1915,Midland Station,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.7900360966293506,2,2017
Stratton,430000,5,2,2,757,168,1995,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,2.3014938926416573,5,2014
Ferndale,471000,5,2,1,687,164,1976,Queens Park Station,SEVENOAKS SENIOR COLLEGE,1.6846152408238422,9,2016
Stirling,1020000,5,2,2,489,273,2009,Glendalough Station,SERVITE COLLEGE,1.269471990681001,5,2018
Belmont,400000,3,1,0,774,104,1956,Ashfield Station,BELMONT CITY COLLEGE,1.0465984812413731,2,2019
Beeliar,550000,4,2,2,628,264,1998,Cockburn Central Station,DIVINE MERCY COLLEGE,2.9910983691192707,9,2018
South Lake,375000,3,2,1,370,122,1995,Cockburn Central Station,LAKELAND SENIOR HIGH SCHOOL,1.4315772757020289,3,2018
Mundaring,620000,4,2,2,2000,237,2001,Midland Station,MUNDARING CHRISTIAN COLLEGE,0.7148871511863951,8,2017
Booragoon,901000,4,3,2,700,218,1983,Bull Creek Station,APPLECROSS SENIOR HIGH SCHOOL,1.6167412809056678,12,2016
Ocean Reef,745000,4,2,2,756,230,1995,Joondalup Station,PRENDIVILLE CATHOLIC COLLEGE,0.34508025515670016,11,2016
Mullaloo,655000,3,1,2,684,160,1979,Edgewater Station,BELRIDGE SECONDARY COLLEGE,0.996382849700807,12,2020
Subiaco,1295000,3,2,0,374,149,1925,Daglish Station,PERTH MODERN SCHOOL,1.8005461286039561,11,2018
Ridgewood,493000,4,2,2,706,205,2006,Clarkson Station,CLARKSON COMMUNITY HIGH SCHOOL,1.4971044426390958,5,2017
Brigadoon,465000,4,3,2,4010,256,1992,Midland Station,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,4.141461408952384,11,2002
Beldon,530000,3,1,1,680,135,1986,Edgewater Station,MATER DEI COLLEGE,1.2338247170547378,12,2014
Pickering Brook,575000,4,2,2,1952,210,1995,Madding,CARMEL ADVENTIST COLLEGE,4.052591829728241,8,2012
Bull Creek,1235000,5,4,2,710,384,1998,Bull Creek Station,ROSSMOYNE SENIOR HIGH SCHOOL,0.2535996727694685,1,2020
Southern River,475000,4,2,3,403,171,2009,Thornlie Station,PROVIDENCE CHRISTIAN COLLEGE,1.2031331666204914,4,2018
Merriwa,375000,4,2,1,533,138,2000,Butler Station,ALKIMOS BAPTIST COLLEGE,0.14866641054515856,6,2016
Hillman,250000,3,1,2,701,92,1977,Rockingham Station,KOLBE CATHOLIC COLLEGE,1.4795830926763014,7,2008
Bertram,310000,3,2,2,252,99,2010,Kwinana Station,THE KING'S COLLEGE,1.7131415611802447,7,2016
Yokine,599000,3,2,2,810,201,2010,Stirling Station,DIANELLA SECONDARY COLLEGE,1.6311062808894086,10,2019
Alfred Cove,900000,3,2,2,1012,301,1995,Bull Creek Station,APPLECROSS SENIOR HIGH SCHOOL,1.3739325402066174,9,2019
Atwell,521000,4,2,0,578,174,1998,Cockburn Central Station,ATWELL COLLEGE,1.01006315664101,9,2019
Karrinyup,760000,4,2,2,756,147,1976,Warwick Station,CARINE SENIOR HIGH SCHOOL,1.0592283848467317,1,2020
Girrawheen,265000,2,1,3,820,97,1970,Warwick Station,GIRRAWHEEN SENIOR HIGH SCHOOL,0.6787755453684521,2,2020
Mount Nasura,536000,4,2,2,1012,246,1951,Armadale Station,JOHN CALVIN CHRISTIAN COLLEGE,1.356780798970425,4,2014
Butler,449000,4,2,2,600,167,2009,Butler Station,BUTLER COLLEGE,1.307470772282342,6,2020
Churchlands,1540000,4,2,2,510,280,2002,Glendalough Station,NEWMAN COLLEGE,0.39348982172349695,3,2015
Helena Valley,650000,5,3,3,660,279,1995,Midland Station,YOUTH FUTURES COMMUNITY SCHOOL,3.4264627869749864,4,2016
Quinns Rocks,540000,4,2,2,613,194,2003,Butler Station,ALKIMOS BAPTIST COLLEGE,1.3908130560725107,5,2018
Menora,1259000,4,2,2,769,187,1960,Perth Station,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.2045511124957815,10,2017
Guildford,405000,1,1,1,473,72,1930,East Guildford Station,GUILDFORD GRAMMAR SCHOOL,0.4620665235835733,9,2013
Bullsbrook,305000,4,1,1,692,122,1993,Midland Station,HOLY CROSS COLLEGE,13.99020585738419,4,2019
Salter Point,1545000,4,2,2,748,311,1972,Canning Bridge Station,AQUINAS COLLEGE,0.25714865037942264,9,2015
High Wycombe,545000,4,2,2,639,228,2004,Midland Station,YOUTH FUTURES COMMUNITY SCHOOL,4.570361538924727,10,2020
Watermans Bay,1570000,4,2,2,1070,218,1957,Warwick Station,CARINE SENIOR HIGH SCHOOL,2.0117006940399977,5,2014
City Beach,2150000,5,4,2,885,303,1976,Glendalough Station,HALE SCHOOL,2.49164428319954,7,2019
Wattle Grove,555000,4,2,2,601,176,1995,Madding,HERITAGE COLLEGE PERTH,3.3507885610581893,1,2018
Ellenbrook,505000,4,2,2,1002,192,1997,East Guildford Station,ELLENBROOK SECONDARY COLLEGE,0.9374285279029859,8,2019
Two Rocks,370000,4,1,0,810,117,1994,Butler Station,YANCHEP SECONDARY COLLEGE,6.6023072343386415,8,2020
Ridgewood,422500,3,2,2,351,156,1995,Butler Station,ALKIMOS BAPTIST COLLEGE,0.8154148243899367,11,2014
Hamersley,660000,4,2,1,759,210,1991,Warwick Station,WARWICK SENIOR HIGH SCHOOL,1.870049940756101,5,2018
Leeming,750000,4,2,2,730,262,2002,Murdoch Station,LEEMING SENIOR HIGH SCHOOL,1.3526008284279507,5,2020
Leeming,695000,6,2,2,718,223,1983,Murdoch Station,LEEMING SENIOR HIGH SCHOOL,0.5731964769743312,8,2020
Ashfield,442500,3,1,1,499,94,1993,Ashfield Station,CYRIL JACKSON SENIOR CAMPUS,0.3070415014636899,2,2014
Iluka,900000,4,2,2,573,328,1995,Currambine Station,PRENDIVILLE CATHOLIC COLLEGE,2.7904479714206047,5,2020
Lathlain,640000,4,1,3,457,152,1945,Vic,ST CLARE'S SCHOOL,0.6817345936262429,2,2015
Dalkeith,1850000,7,2,2,814,290,1986,Karrakatta Station,CHRIST CHURCH GRAMMAR SCHOOL,2.5586507904268165,2,2015
Lockridge,190000,3,1,2,860,95,1983,Success Hill Station,KIARA COLLEGE,1.62195346759181,12,2015
Beaconsfield,701000,4,3,2,546,156,1951,Fremantle Station,FREMANTLE COLLEGE,0.6954148037530116,11,2016
Kallaroo,540000,3,1,1,687,97,1974,Edgewater Station,BELRIDGE SECONDARY COLLEGE,1.6686682041518606,2,2017
Beeliar,600000,4,2,2,620,208,2010,Cockburn Central Station,DIVINE MERCY COLLEGE,1.9815735847592224,11,2017
Pearsall,500000,4,2,2,500,196,2014,Edgewater Station,ALTA-1,0.2831104185360831,5,2018
Ferndale,500000,4,2,2,688,125,1977,Queens Park Station,FOUNTAIN COLLEGE,1.64991014172333,7,2018
Gidgegannup,834000,4,2,2,20199,242,2013,Midland Station,EASTERN HILLS SENIOR HIGH SCHOOL,8.240882798913349,10,2019
Middle Swan,265000,2,1,1,997,81,1960,Midland Station,LA SALLE COLLEGE,0.8052607259586321,3,2013
Ashfield,485000,4,1,2,831,145,1965,Ashfield Station,CYRIL JACKSON SENIOR CAMPUS,0.5439725564713318,4,2016
Mindarie,850000,4,2,2,528,283,2002,Clarkson Station,MINDARIE SENIOR COLLEGE,0.3879526305636725,1,2020
Alexander Heights,515000,4,2,2,778,206,1995,Warwick Station,LANDSDALE CHRISTIAN SCHOOL,2.240074249568812,4,2018
Maylands,770000,2,2,2,340,164,2001,Belmont Park Station,BELMONT CITY COLLEGE,2.68188622924777,4,2019
Woodbridge,700000,4,2,2,1261,291,1995,Woodbridge Station,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.7363431055195427,12,2012
Mount Richon,400000,3,1,1,998,115,1978,Armadale Station,ARMADALE SENIOR HIGH SCHOOL,0.8837251335908846,1,2015
Coolbinia,960000,2,1,3,817,120,1957,Glendalough Station,CARMEL SCHOOL,1.6995194940410194,11,2010
Bennett Springs,460000,4,2,2,544,179,1995,Ashfield Station,KIARA COLLEGE,1.802677718967788,5,2019
Woodbridge,412000,2,1,2,810,108,1995,Woodbridge Station,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.5738606268452693,4,2013
Mirrabooka,410000,3,1,1,705,105,1988,Warwick Station,MERCY COLLEGE,1.0425076995739295,7,2016
Henley Brook,685000,4,2,3,1121,230,2004,East Guildford Station,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.3996868638145143,8,2020
Parkwood,550000,4,2,2,699,144,1984,Thornlie Station,LYNWOOD SENIOR HIGH SCHOOL,0.7893191175364948,3,2018
Greenmount,389000,3,1,1,772,108,1972,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,1.3675687351271215,6,2014
East Fremantle,1230000,3,2,2,446,179,1935,North Fremantle Station,JOHN CURTIN COLLEGE OF THE ARTS,1.7521279625972637,10,2017
Jane Brook,465000,4,2,2,755,256,2000,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,3.1431700516085077,8,2016
Murdoch,875800,4,2,2,788,302,1996,Murdoch Station,CORPUS CHRISTI COLLEGE,0.7521893178948357,4,2015
Northbridge,630000,3,2,2,188,117,1996,City West Station,ST GEORGE'S ANGLICAN GRAMMAR SCHOOL,1.0207083827014536,9,2017
Madeley,560000,3,1,0,593,220,2006,Whitfords Station,THE MONTESSORI SCHOOL,1.457147178422303,5,2020
Sorrento,1075000,4,2,2,570,247,1995,Greenwood Station,SACRED HEART COLLEGE,0.7451108716773162,5,2019
High Wycombe,454000,4,2,3,592,160,2004,Midland Station,DARLING RANGE SPORTS COLLEGE,4.494280487322048,8,2019
Lockridge,340000,3,1,1,547,100,1971,Bassendean Station,KIARA COLLEGE,1.07091509377086,4,2015
Waterford,1380000,5,3,2,784,312,1995,Canning Bridge Station,CLONTARF ABORIGINAL COLLEGE,1.1625943702684318,10,2015
Coogee,920000,4,2,2,714,285,2007,Fremantle Station,PORT SCHOOL,3.2121358644237867,5,2017
Medina,240000,3,1,2,743,75,1953,Kwinana Station,GILMORE COLLEGE,0.4601165107905978,2,2018
Warnbro,297000,4,2,1,728,122,1994,Warnbro Station,LIVING WATERS LUTHERAN COLLEGE,1.0910233285034052,3,2018
Jandakot,805000,4,3,2,462,280,1999,Cockburn Central Station,LAKELAND SENIOR HIGH SCHOOL,0.9725067933797538,11,2013
Bibra Lake,461000,3,2,2,926,181,1995,Murdoch Station,PERTH WALDORF SCHOOL,0.7726279062837019,7,2016
Champion Lakes,450000,5,2,4,1771,220,1995,Kelmscott Station,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,0.27816775156057777,8,2013
High Wycombe,462500,4,2,2,578,185,2004,Midland Station,DARLING RANGE SPORTS COLLEGE,4.546085318724269,4,2018
Madeley,565000,3,2,2,597,222,2003,Greenwood Station,KINGSWAY CHRISTIAN COLLEGE,1.239554937394123,7,2019
North Perth,890000,3,2,2,685,125,1950,Perth Station,ARANMORE CATHOLIC COLLEGE,1.4144444872305504,1,2019
Beldon,509000,3,1,1,704,101,1985,Edgewater Station,BELRIDGE SECONDARY COLLEGE,0.8059599131880849,11,2014
Huntingdale,430000,4,2,4,571,200,1993,Thornlie Station,THORNLIE SENIOR HIGH SCHOOL,1.6595819584714468,4,2018
Alexander Heights,400000,3,2,6,680,140,1979,Warwick Station,LANDSDALE CHRISTIAN SCHOOL,2.392152165733056,12,2018
Gnangara,900000,3,1,0,10000,120,1995,Edgewater Station,LANDSDALE CHRISTIAN SCHOOL,3.675293383833787,2,2010
Victoria Park,635000,3,1,1,347,114,1922,Vic,URSULA FRAYNE CATHOLIC COLLEGE,0.6214268655308512,7,2019
Madeley,455000,3,2,2,339,148,2003,Greenwood Station,KINGSWAY CHRISTIAN COLLEGE,1.1726106737428394,3,2017
Bateman,835000,4,2,3,815,206,1989,Murdoch Station,CORPUS CHRISTI COLLEGE,0.7618803314039321,8,2014
Henley Brook,530000,5,2,2,594,248,2004,East Guildford Station,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.311441497516057,1,2014
Gnangara,473000,4,2,2,10557,230,1989,Edgewater Station,LANDSDALE CHRISTIAN SCHOOL,3.4146381696589327,6,2003
Mount Hawthorn,817000,4,2,2,776,205,1970,Glendalough Station,BOLD PARK COMMUNITY SCHOOL,0.5801404922446594,12,2018
Inglewood,1133000,4,2,2,362,261,2000,Mount Lawley Station,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.2234445666223932,7,2017
Craigie,455000,3,2,2,376,128,2007,Whitfords Station,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.815381040164276,12,2017
Ashfield,135000,2,1,2,663,134,1964,Ashfield Station,CYRIL JACKSON SENIOR CAMPUS,0.6044321666191524,2,2011
Iluka,765000,4,2,2,659,198,1996,Currambine Station,PRENDIVILLE CATHOLIC COLLEGE,2.3207283717448925,11,2016
Hilbert,389000,3,2,2,376,167,1995,Armadale Station,DALE CHRISTIAN SCHOOL,3.6123820418476877,5,2017
Churchlands,1340000,4,2,2,722,245,1980,Glendalough Station,NEWMAN COLLEGE,0.22508274682784968,10,2016
Ashfield,495000,4,2,2,546,125,1998,Ashfield Station,CYRIL JACKSON SENIOR CAMPUS,0.5591672207724302,4,2013
Watermans Bay,935000,3,2,2,1024,131,1997,Warwick Station,CARINE SENIOR HIGH SCHOOL,1.9396445614019693,3,2011
Burns Beach,823000,4,3,2,611,256,2010,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,3.1722229142544838,3,2017
Maida Vale,840000,4,2,2,10017,153,1979,Midland Station,DARLING RANGE SPORTS COLLEGE,1.8031391913076935,6,2017
Mount Claremont,1250000,3,2,2,806,216,1997,Swanbourne Station,JOHN XXIII COLLEGE,1.4251198709066109,9,2020
Clarkson,340000,4,2,0,440,278,1995,Clarkson Station,YOUTH FUTURES COMMUNITY SCHOOL,0.5629311879409863,4,2020
Currambine,699000,4,2,5,761,230,1995,Currambine Station,LAKE JOONDALUP BAPTIST COLLEGE,1.2238244667053386,6,2019
Champion Lakes,210000,3,2,2,232,118,2014,Kelmscott Station,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,2.1442434439345868,6,2013
Waikiki,270000,3,2,6,574,143,1999,Warnbro Station,SOUTH COAST BAPTIST COLLEGE,1.2775079310750042,6,2020
Sinagra,432500,4,2,2,528,185,2012,Joondalup Station,WANNEROO SECONDARY COLLEGE,2.2423156198505647,2,2020
Bennett Springs,443000,4,2,2,510,143,2000,Bayswater Station,KIARA COLLEGE,2.7077954053893705,12,2015
Kensington,1000000,4,2,2,506,203,1939,Claisebrook Station,PENRHOS COLLEGE,1.178349921609893,2,2015
Waikiki,305000,4,2,2,668,160,1998,Rockingham Station,SOUTH COAST BAPTIST COLLEGE,0.5374427055232969,11,2020
Como,800000,3,1,2,990,106,1995,Canning Bridge Station,PENRHOS COLLEGE,0.4866839724769559,11,2019
Boya,475000,3,1,3,1638,140,1962,Midland Station,TREETOPS MONTESSORI SCHOOL,1.704900466161566,6,2014
Maida Vale,520000,4,2,2,600,220,2002,Midland Station,DARLING RANGE SPORTS COLLEGE,2.4060077146528283,5,2018
Hilbert,412500,3,2,5,446,147,2013,Armadale Station,DALE CHRISTIAN SCHOOL,1.09107554521664,10,2015
Currambine,412000,3,2,2,212,98,2011,Currambine Station,PRENDIVILLE CATHOLIC COLLEGE,1.911196518906798,2,2019
Merriwa,400000,4,2,2,599,160,1995,Clarkson Station,ALKIMOS BAPTIST COLLEGE,0.9736324907898056,6,2015
Haynes,225000,4,1,0,480,188,2015,Armadale Station,DALE CHRISTIAN SCHOOL,0.7338022317528932,3,2014
Kewdale,399900,3,1,1,501,117,1995,Carlisle Station,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,0.5456729220003135,8,2020
Shoalwater,380000,4,2,4,488,140,2004,Rockingham Station,ROCKINGHAM SENIOR HIGH SCHOOL,1.7116298565326789,4,2017
Madeley,765000,5,3,3,434,299,2007,Greenwood Station,KINGSWAY CHRISTIAN COLLEGE,1.4088350747839218,11,2017
High Wycombe,440000,4,2,2,510,217,2005,Midland Station,YOUTH FUTURES COMMUNITY SCHOOL,4.4420579355452166,3,2018
Mariginiup,1315000,4,2,2,10738,242,2002,Currambine Station,JOSEPH BANKS SECONDARY COLLEGE,3.436692756802912,10,2014
Stratton,390000,4,2,2,612,122,1997,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,2.237293892421227,7,2016
Mullaloo,350000,3,1,2,721,130,1985,Edgewater Station,BELRIDGE SECONDARY COLLEGE,1.3875553779076113,8,2019
North Coogee,1200000,3,2,2,200,186,2014,Fremantle Station,PORT SCHOOL,3.178282990907201,10,2017
Hammond Park,545000,4,2,4,561,208,2004,Cockburn Central Station,ATWELL COLLEGE,2.631236377626395,7,2016
Gwelup,775000,4,2,2,326,173,2015,Stirling Station,BALCATTA SENIOR HIGH SCHOOL,1.2382611349848678,3,2016
Brentwood,1330000,4,3,2,574,377,2004,Bull Creek Station,ALL SAINTS' COLLEGE,1.0036957527002903,9,2013
Lynwood,560000,4,1,4,817,170,1968,Thornlie Station,FOUNTAIN COLLEGE,0.7158196386575083,12,2018
Duncraig,895000,4,3,2,752,251,1976,Warwick Station,CARINE SENIOR HIGH SCHOOL,1.1928230606602757,10,2020
Butler,369000,4,2,2,560,146,2010,Butler Station,BUTLER COLLEGE,1.0484189821263252,10,2018
Koondoola,347000,3,1,5,688,94,1978,Warwick Station,MERCY COLLEGE,1.0578441901036548,9,2017
Maida Vale,1275000,6,2,4,10109,270,1997,Midland Station,DARLING RANGE SPORTS COLLEGE,1.8556803121103909,8,2015
East Fremantle,750000,3,2,2,5819,130,1998,Fremantle Station,JOHN CURTIN COLLEGE OF THE ARTS,1.013336095514923,2,2020
Girrawheen,330000,3,1,0,736,87,1970,Warwick Station,EMMANUEL CHRISTIAN COMMUNITY SCHOOL,0.4148551632848104,11,2016
Harrisdale,491000,4,2,2,429,155,2013,Cockburn Central Station,CAREY BAPTIST COLLEGE,2.5195990414332763,1,2018
Langford,415000,4,2,2,563,161,2003,Queens Park Station,LANGFORD ISLAMIC COLLEGE,1.3851169018963516,8,2018
Sinagra,385000,3,2,2,247,102,1995,Joondalup Station,WANNEROO SECONDARY COLLEGE,2.489986221263985,7,2015
Iluka,760000,4,2,2,672,205,1997,Currambine Station,PRENDIVILLE CATHOLIC COLLEGE,2.472770806241254,6,2016
Pearsall,480000,3,2,2,315,111,2012,Whitfords Station,ALTA-1,1.2054160586412592,6,2015
Eden Hill,605000,3,1,1,910,157,1960,Success Hill Station,KIARA COLLEGE,2.1417722946610778,12,2014
Secret Harbour,320000,4,2,2,589,179,1994,Warnbro Station,COMET BAY COLLEGE,2.2601607956778405,12,2019
Gwelup,1190000,4,2,2,440,282,2009,Stirling Station,BALCATTA SENIOR HIGH SCHOOL,2.145950155053312,7,2018
Waikiki,370000,4,2,2,448,172,2012,Warnbro Station,SOUTH COAST BAPTIST COLLEGE,1.1761813137289774,6,2020
Medina,367500,3,1,2,728,98,1954,Wellard Station,GILMORE COLLEGE,0.8123202192032641,1,2015
Wattle Grove,555000,4,2,2,532,200,2006,Madding,REHOBOTH CHRISTIAN COLLEGE,3.0801407798191227,3,2017
Mindarie,850000,4,2,2,378,215,2013,Clarkson Station,YOUTH FUTURES COMMUNITY SCHOOL,1.7822040559748915,7,2018
Landsdale,575000,5,4,2,540,301,2014,Whitfords Station,LANDSDALE CHRISTIAN SCHOOL,0.6675846801775932,7,2018
Secret Harbour,272500,4,2,4,349,127,2012,Warnbro Station,COMET BAY COLLEGE,1.1861877528117726,11,2019
Connolly,555000,3,2,1,232,135,1994,Joondalup Station,PRENDIVILLE CATHOLIC COLLEGE,0.940821564549002,9,2020
Champion Lakes,235000,4,2,0,346,160,2015,Kelmscott Station,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,1.7624830139097267,5,2014
Carramar,550000,4,2,2,620,209,2000,Currambine Station,JOSEPH BANKS SECONDARY COLLEGE,1.5977812614630633,9,2017
Noranda,540000,4,2,2,714,176,1981,Meltham Station,MORLEY SENIOR HIGH SCHOOL,1.4916158558958248,12,2018
Champion Lakes,565000,4,2,2,462,226,2012,Kelmscott Station,KELMSCOTT SENIOR HIGH SCHOOL,2.0426226477977054,4,2014
Noranda,690000,4,2,2,720,174,1980,Meltham Station,MORLEY SENIOR HIGH SCHOOL,1.6921505308507905,12,2016
Medina,305000,3,1,2,769,114,1954,Wellard Station,GILMORE COLLEGE,0.8295938015199579,7,2014
Rivervale,610000,2,1,2,701,103,1995,Burswood Station,ST CLARE'S SCHOOL,1.3271884096662527,9,2019
Mindarie,950000,4,3,2,607,302,2003,Clarkson Station,MINDARIE SENIOR COLLEGE,0.2303354292378573,12,2018
Stratton,360000,3,1,3,507,116,1991,Midland Station,SWAN VIEW SENIOR HIGH SCHOOL,1.7580076529690154,3,2015
Banksia Grove,460000,4,2,2,450,193,2014,Clarkson Station,JOSEPH BANKS SECONDARY COLLEGE,0.8224454009710785,11,2017
Stirling,920000,4,2,2,763,212,1969,Stirling Station,BALCATTA SENIOR HIGH SCHOOL,1.9713563391571447,10,2017
Mount Hawthorn,846000,3,1,2,473,106,1936,Leederville Station,ARANMORE CATHOLIC COLLEGE,0.8578556306897724,5,2019
Churchlands,1690000,4,2,2,1094,374,2012,Glendalough Station,NEWMAN COLLEGE,0.7648852247595023,7,2018
